,Smoking,Alcohol,Punctuality,Lying,Internet usage,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings
827,tried smoking,drink a lot,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,5.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,5.0,20.0,168.0,55.0,1.0
828,tried smoking,social drinker,i am often early,only to avoid hurting someone,few hours a day,male,right handed,college/bachelor degree,no,village,house/bungalow,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.971086739780658,4.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.9632936507936507,5.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,19.0,184.0,80.0,1.0
829,tried smoking,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,college/bachelor degree,yes,city,block of flats,5.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,5.0,20.0,162.0,50.0,0.0
830,former smoker,drink a lot,i am often running late,sometimes,most of the day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,3.082917082917083,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,21.0,168.0,70.0,1.0
831,tried smoking,social drinker,i am always on time,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,village,house/bungalow,5.0,3.328373015873016,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,17.0,170.0,50.0,2.0
832,tried smoking,social drinker,i am always on time,sometimes,few hours a day,female,right handed,secondary school,yes,village,house/bungalow,5.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.6490528414755734,5.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,5.0,1.0,4.0,20.0,165.0,57.0,1.0
833,current smoker,social drinker,i am always on time,sometimes,few hours a day,male,right handed,secondary school,yes,city,block of flats,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,19.0,193.0,77.0,1.0
834,tried smoking,social drinker,i am often early,sometimes,less than an hour a day,male,right handed,secondary school,no,city,block of flats,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,21.0,179.0,76.0,1.0
835,never smoked,social drinker,i am always on time,sometimes,few hours a day,male,right handed,secondary school,yes,city,block of flats,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,19.0,190.0,76.0,0.0
836,tried smoking,social drinker,i am often running late,everytime it suits me,few hours a day,male,right handed,secondary school,yes,city,block of flats,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,19.0,187.0,88.0,0.0
837,tried smoking,social drinker,i am always on time,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,city,block of flats,5.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,1.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,2.6653386454183265,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0,1.0,3.0,5.0,20.0,183.0,65.0,3.0
838,former smoker,social drinker,i am often running late,sometimes,few hours a day,female,right handed,college/bachelor degree,yes,city,block of flats,5.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,21.0,170.0,58.0,0.0
839,current smoker,drink a lot,i am always on time,sometimes,few hours a day,female,right handed,masters degree,no,city,block of flats,4.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,23.0,163.0,68.0,1.0
840,former smoker,social drinker,i am always on time,only to avoid hurting someone,most of the day,female,right handed,college/bachelor degree,no,city,house/bungalow,5.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,24.0,169.0,53.0,1.0
841,tried smoking,social drinker,i am always on time,only to avoid hurting someone,few hours a day,male,left handed,secondary school,no,city,block of flats,5.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.2507433102081267,5.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,19.0,185.0,65.0,3.0
842,former smoker,social drinker,i am often early,sometimes,few hours a day,female,right handed,college/bachelor degree,yes,village,house/bungalow,4.731876861966236,5.0,4.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,3.2584493041749503,4.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,24.0,164.0,66.40505050505051,2.0
843,former smoker,social drinker,i am always on time,sometimes,few hours a day,female,right handed,secondary school,no,city,house/bungalow,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,3.461767626613704,3.031777557100298,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,20.0,177.0,70.0,1.0
844,former smoker,never,i am always on time,sometimes,few hours a day,male,right handed,masters degree,no,city,block of flats,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,30.0,184.0,78.0,2.0
845,current smoker,drink a lot,i am often running late,sometimes,most of the day,female,right handed,secondary school,yes,city,block of flats,4.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,3.8587064676616913,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,20.0,165.0,56.0,1.0
846,current smoker,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,23.0,171.0,54.0,4.0
847,tried smoking,drink a lot,i am always on time,sometimes,few hours a day,female,left handed,secondary school,no,city,block of flats,5.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,3.7781094527363184,1.0,1.0,1.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,5.0,5.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,3.0,5.0,19.0,170.0,51.0,1.0
